source,reference_commande,date_commande,reference_produit,designation_produit,quantite,entrepot_destination,poids_unitaire_g,chaine_froid_requise
FreshMarket,FM-000958,2025-02-24,SKU-20017,Pommes Gala 1kg,,OMG-MAR,,OUI
FreshMarket,FM-000378,2025-12-30,SKU-20019,Beurre doux 250g,11.0,OMG-MAR,,OUI
FreshMarket,FM-000783,2025-03-19,SKU-20020,Compote pomme 4x100g,26.0,OMG-LYO,,OUI
FreshMarket,FM-000114,2025-04-27,SKU-20014,Epinards surgeles 1kg,27.0,OMG-LYO,,OUI
FreshMarket,FM-001295,2025-01-31,SKU-20020,Compote pomme 4x100g,35.0,OMG-MAR,,OUI
FreshMarket,FM-000198,2025-03-26,SKU-20014,Epinards surgeles 1kg,34.0,OMG-MAR,,OUI
FreshMarket,FM-000993,2025-10-03,SKU-20012,Lait demi-ecreme 1L,28.0,OMG-LYO,,OUI
FreshMarket,FM-001175,2025-03-04,SKU-20020,Compote pomme 4x100g,36.0,OMG-LYO,,OUI
FreshMarket,FM-000371,2025-05-30,SKU-20012,Lait demi-ecreme 1L,16.0,OMG-LYO,,OUI
FreshMarket,FM-000936,2025-05-08,SKU-20016,Fromage rape 200g,9.0,OMG-LYO,,OUI
FreshMarket,FM-000792,2026-04-09,SKU-20020,Compote pomme 4x100g,7.0,OMG-LIL,,OUI
FreshMarket,FM-000726,2025-04-24,SKU-20014,Epinards surgeles 1kg,22.0,OMG-LYO,,OUI
FreshMarket,FM-001312,2026-02-23,SKU-20013,Filet de poulet 500g,9.0,OMG-LIL,,OUI
FreshMarket,FM-000218,2025-08-21,SKU-20013,Filet de poulet 500g,5.0,OMG-LIL,,OUI
FreshMarket,FM-000144,2025-04-28,SKU-20020,Compote pomme 4x100g,31.0,OMG-LIL,,OUI
FreshMarket,FM-001049,2026-06-21,SKU-20014,Epinards surgeles 1kg,32.0,OMG-LIL,,OUI
FreshMarket,FM-000111,2025-08-07,SKU-20015,Jus d'orange 1L,4.0,OMG-LIL,,OUI
FreshMarket,FM-001094,2025-04-24,SKU-20020,Compote pomme 4x100g,35.0,OMG-MAR,,OUI
FreshMarket,FM-001245,2026-02-05,SKU-20020,Compote pomme 4x100g,8.0,OMG-MAR,,OUI
FreshMarket,FM-001310,2025-12-21,SKU-20019,Beurre doux 250g,31.0,OMG-LYO,,OUI
FreshMarket,FM-000492,2025-04-13,SKU-20016,Fromage rape 200g,19.0,OMG-MAR,,OUI
FreshMarket,FM-000845,2026-02-20,SKU-20020,Compote pomme 4x100g,31.0,OMG-LYO,,OUI
FreshMarket,FM-000407,2026-07-31,SKU-20013,Filet de poulet 500g,29.0,OMG-LYO,,OUI
FreshMarket,FM-000262,2026-06-29,SKU-20017,Pommes Gala 1kg,8.0,OMG-LYO,,OUI
FreshMarket,FM-000577,2025-07-02,SKU-20011,Yaourt nature 4x125g,23.0,OMG-LIL,,OUI
FreshMarket,FM-000212,2025-08-05,SKU-20016,Fromage rape 200g,38.0,OMG-MAR,,OUI
FreshMarket,FM-001306,2025-08-12,SKU-20011,Yaourt nature 4x125g,13.0,OMG-MAR,,OUI
FreshMarket,FM-001281,2025-05-18,SKU-20016,Fromage rape 200g,15.0,OMG-LIL,,OUI
FreshMarket,FM-001209,2025-05-22,SKU-20015,Jus d'orange 1L,36.0,OMG-LYO,,OUI
FreshMarket,FM-000623,2026-01-09,SKU-20013,Filet de poulet 500g,16.0,OMG-LIL,,OUI
FreshMarket,FM-001063,2025-10-29,SKU-20016,Fromage rape 200g,26.0,OMG-LIL,,OUI
FreshMarket,FM-001179,2025-07-08,SKU-20013,Filet de poulet 500g,27.0,OMG-LYO,,OUI
FreshMarket,FM-000777,2025-10-01,SKU-20013,Filet de poulet 500g,30.0,OMG-LIL,,OUI
FreshMarket,FM-001044,2026-06-16,SKU-20011,Yaourt nature 4x125g,13.0,OMG-LIL,,OUI
FreshMarket,FM-000281,2025-11-30,SKU-20017,Pommes Gala 1kg,1.0,OMG-MAR,,OUI
FreshMarket,FM-000058,2025-12-31,SKU-20020,Compote pomme 4x100g,3.0,OMG-LYO,,OUI
FreshMarket,FM-000787,2026-01-13,SKU-20014,Epinards surgeles 1kg,27.0,OMG-LYO,,OUI
FreshMarket,FM-000453,2025-10-24,SKU-20011,Yaourt nature 4x125g,7.0,OMG-LIL,,OUI
FreshMarket,FM-001124,2026-04-23,SKU-20016,Fromage rape 200g,23.0,OMG-MAR,,OUI
FreshMarket,FM-000157,2026-03-03,SKU-20020,Compote pomme 4x100g,,OMG-MAR,,OUI
FreshMarket,FM-000641,2025-11-30,SKU-20011,Yaourt nature 4x125g,24.0,OMG-LYO,,OUI
FreshMarket,FM-000114,2025-04-27,SKU-20012,Lait demi-ecreme 1L,4.0,OMG-LYO,,OUI
FreshMarket,FM-000812,2025-02-21,SKU-20014,Epinards surgeles 1kg,40.0,OMG-LYO,,OUI
FreshMarket,FM-000983,2025-06-04,SKU-20011,Yaourt nature 4x125g,9.0,OMG-LIL,,OUI
FreshMarket,FM-001251,2025-01-17,SKU-20013,Filet de poulet 500g,24.0,OMG-LYO,,OUI
FreshMarket,FM-000530,2025-08-21,SKU-20019,Beurre doux 250g,12.0,OMG-MAR,,OUI
FreshMarket,FM-000929,2025-07-09,SKU-20020,Compote pomme 4x100g,22.0,OMG-LIL,,OUI
FreshMarket,FM-000050,2025-08-23,SKU-20019,Beurre doux 250g,19.0,OMG-LYO,,OUI
FreshMarket,FM-000845,2026-02-20,SKU-20015,Jus d'orange 1L,26.0,OMG-LYO,,OUI
FreshMarket,FM-000723,2026-07-18,SKU-20016,Fromage rape 200g,33.0,OMG-MAR,,OUI
FreshMarket,FM-000766,2025-11-08,SKU-20013,Filet de poulet 500g,29.0,OMG-LIL,,OUI
FreshMarket,FM-000486,2025-03-28,SKU-20016,Fromage rape 200g,24.0,OMG-LYO,,OUI
FreshMarket,FM-000285,2025-07-18,SKU-20011,Yaourt nature 4x125g,39.0,OMG-MAR,,OUI
FreshMarket,FM-000266,2025-12-11,SKU-20014,Epinards surgeles 1kg,29.0,OMG-MAR,,OUI
FreshMarket,FM-000741,2025-11-09,SKU-20020,Compote pomme 4x100g,7.0,OMG-MAR,,OUI
FreshMarket,FM-000353,2026-06-18,SKU-20014,Epinards surgeles 1kg,25.0,OMG-LIL,,OUI
FreshMarket,FM-000262,2026-06-29,SKU-20017,Pommes Gala 1kg,10.0,OMG-LYO,,OUI
FreshMarket,FM-001124,2026-04-23,SKU-20011,Yaourt nature 4x125g,32.0,OMG-MAR,,OUI
FreshMarket,FM-000481,2026-03-27,SKU-20018,Pizza surgelee,33.0,OMG-LIL,,OUI
FreshMarket,FM-000005,2025-04-18,SKU-20011,Yaourt nature 4x125g,8.0,OMG-LYO,,OUI
FreshMarket,FM-000705,2025-04-10,SKU-20012,Lait demi-ecreme 1L,36.0,OMG-LIL,,OUI
FreshMarket,FM-000479,2025-03-28,SKU-20013,Filet de poulet 500g,40.0,OMG-LYO,,OUI
FreshMarket,FM-000993,2025-10-03,SKU-20012,Lait demi-ecreme 1L,25.0,OMG-LYO,,OUI
FreshMarket,FM-001353,2025-01-25,SKU-20015,Jus d'orange 1L,22.0,OMG-LYO,,OUI
FreshMarket,FM-000193,2025-02-23,SKU-20015,Jus d'orange 1L,10.0,OMG-MAR,,OUI
FreshMarket,FM-000023,2026-05-23,SKU-20013,Filet de poulet 500g,17.0,OMG-MAR,,OUI
FreshMarket,FM-001179,2025-07-08,SKU-20017,Pommes Gala 1kg,28.0,OMG-LYO,,OUI
FreshMarket,FM-000128,2026-03-21,SKU-20012,Lait demi-ecreme 1L,5.0,OMG-MAR,,OUI
FreshMarket,FM-000684,2026-04-21,SKU-20017,Pommes Gala 1kg,31.0,OMG-MAR,,OUI
FreshMarket,FM-000707,2026-04-14,SKU-20017,Pommes Gala 1kg,5.0,OMG-LYO,,OUI
FreshMarket,FM-001123,2025-04-03,SKU-20020,Compote pomme 4x100g,20.0,OMG-LIL,,OUI
FreshMarket,FM-000458,2025-09-16,SKU-20018,Pizza surgelee,5.0,OMG-LIL,,OUI
FreshMarket,FM-000283,2026-02-09,SKU-20016,Fromage rape 200g,13.0,OMG-MAR,,OUI
FreshMarket,FM-000035,2026-03-24,SKU-20017,Pommes Gala 1kg,15.0,OMG-MAR,,OUI
FreshMarket,FM-000397,2025-09-15,SKU-20019,Beurre doux 250g,34.0,OMG-LYO,,OUI
FreshMarket,FM-000666,2025-03-04,SKU-20013,Filet de poulet 500g,31.0,OMG-LIL,,OUI
FreshMarket,FM-001342,2025-05-06,SKU-20011,Yaourt nature 4x125g,11.0,OMG-MAR,,OUI
FreshMarket,FM-000093,2025-10-13,SKU-20017,Pommes Gala 1kg,36.0,OMG-MAR,,OUI
FreshMarket,FM-000103,2026-03-27,SKU-20018,Pizza surgelee,29.0,OMG-MAR,,OUI
FreshMarket,FM-000671,2026-07-03,SKU-20015,Jus d'orange 1L,39.0,OMG-MAR,,OUI
FreshMarket,FM-000147,2025-04-24,SKU-20018,Pizza surgelee,14.0,OMG-LIL,,OUI
FreshMarket,FM-001290,2026-03-21,SKU-20020,Compote pomme 4x100g,29.0,OMG-LYO,,OUI
FreshMarket,FM-000389,2025-05-15,SKU-20016,Fromage rape 200g,23.0,OMG-LIL,,OUI
FreshMarket,FM-000858,2026-04-05,SKU-20016,Fromage rape 200g,40.0,OMG-LIL,,OUI
FreshMarket,FM-001127,2026-03-06,SKU-20020,Compote pomme 4x100g,2.0,OMG-LIL,,OUI
FreshMarket,FM-000340,2025-05-01,SKU-20020,Compote pomme 4x100g,24.0,OMG-LYO,,OUI
FreshMarket,FM-000045,2026-07-22,SKU-20014,Epinards surgeles 1kg,6.0,OMG-LIL,,OUI
FreshMarket,FM-000564,2026-04-12,SKU-20016,Fromage rape 200g,40.0,OMG-MAR,,OUI
FreshMarket,FM-000336,2025-04-13,SKU-20017,Pommes Gala 1kg,10.0,OMG-LIL,,OUI
FreshMarket,FM-000555,2025-05-09,SKU-20011,Yaourt nature 4x125g,15.0,OMG-LIL,,OUI
FreshMarket,FM-000262,2026-06-29,SKU-20012,Lait demi-ecreme 1L,7.0,OMG-LYO,,OUI
FreshMarket,FM-000532,2025-04-25,SKU-20016,Fromage rape 200g,5.0,OMG-LIL,,OUI
FreshMarket,FM-000335,2025-04-21,SKU-20020,Compote pomme 4x100g,33.0,OMG-MAR,,OUI
FreshMarket,FM-000084,2026-05-30,SKU-20016,Fromage rape 200g,16.0,OMG-LYO,,OUI
FreshMarket,FM-000088,2025-03-04,SKU-20012,Lait demi-ecreme 1L,9.0,OMG-LYO,,OUI
FreshMarket,FM-000374,2025-04-03,SKU-20020,Compote pomme 4x100g,31.0,OMG-MAR,,OUI
FreshMarket,FM-000383,2025-02-01,SKU-20012,Lait demi-ecreme 1L,14.0,OMG-MAR,,OUI
FreshMarket,FM-000883,2026-01-29,SKU-20019,Beurre doux 250g,5.0,OMG-LYO,,OUI
FreshMarket,FM-001285,2025-06-09,SKU-20020,Compote pomme 4x100g,11.0,OMG-LYO,,OUI
FreshMarket,FM-001003,2025-05-26,SKU-20020,Compote pomme 4x100g,17.0,OMG-LIL,,OUI
FreshMarket,FM-001315,2025-06-11,SKU-20018,Pizza surgelee,3.0,OMG-LYO,,OUI
FreshMarket,FM-000705,2025-04-10,SKU-20017,Pommes Gala 1kg,30.0,OMG-LIL,,OUI
FreshMarket,FM-000157,2026-03-03,SKU-20012,Lait demi-ecreme 1L,37.0,OMG-MAR,,OUI
FreshMarket,FM-001065,2025-05-02,SKU-20018,Pizza surgelee,2.0,OMG-MAR,,OUI
FreshMarket,FM-000075,2025-11-26,SKU-20015,Jus d'orange 1L,13.0,OMG-MAR,,OUI
FreshMarket,FM-000192,2025-03-30,SKU-20020,Compote pomme 4x100g,35.0,OMG-LIL,,OUI
FreshMarket,FM-000929,2025-07-09,SKU-20015,Jus d'orange 1L,3.0,OMG-LIL,,OUI
FreshMarket,FM-000272,2026-06-10,SKU-20019,Beurre doux 250g,24.0,OMG-LIL,,OUI
FreshMarket,FM-000977,2026-03-14,SKU-20016,Fromage rape 200g,9.0,OMG-LIL,,OUI
FreshMarket,FM-000633,2026-01-30,SKU-20019,Beurre doux 250g,25.0,OMG-LYO,,OUI
FreshMarket,FM-001175,2025-03-04,SKU-20020,Compote pomme 4x100g,24.0,OMG-LYO,,OUI
FreshMarket,FM-000898,2026-06-30,SKU-20018,Pizza surgelee,26.0,OMG-LIL,,OUI
FreshMarket,FM-000759,2026-07-18,SKU-20017,Pommes Gala 1kg,33.0,OMG-LIL,,OUI
FreshMarket,FM-000914,2026-02-13,SKU-20012,Lait demi-ecreme 1L,24.0,OMG-LIL,,OUI
FreshMarket,FM-000539,2026-06-15,SKU-20013,Filet de poulet 500g,24.0,OMG-LIL,,OUI
FreshMarket,FM-000082,2025-10-16,SKU-20012,Lait demi-ecreme 1L,32.0,OMG-LIL,,OUI
FreshMarket,FM-001290,2026-03-21,SKU-20014,Epinards surgeles 1kg,8.0,OMG-LYO,,OUI
FreshMarket,FM-001281,2025-05-18,SKU-20014,Epinards surgeles 1kg,38.0,OMG-LIL,,OUI
FreshMarket,FM-000601,2025-03-12,SKU-20019,Beurre doux 250g,11.0,OMG-LIL,,OUI
FreshMarket,FM-000103,2026-03-27,SKU-20016,Fromage rape 200g,10.0,OMG-MAR,,OUI
FreshMarket,FM-000744,2025-01-01,SKU-20014,Epinards surgeles 1kg,28.0,OMG-LYO,,OUI
FreshMarket,FM-000705,2025-04-10,SKU-20015,Jus d'orange 1L,17.0,OMG-LIL,,OUI
FreshMarket,FM-000039,2025-11-22,SKU-20018,Pizza surgelee,2.0,OMG-LIL,,OUI
FreshMarket,FM-000133,2026-01-12,SKU-20020,Compote pomme 4x100g,10.0,OMG-LIL,,OUI
FreshMarket,FM-001233,2025-08-21,SKU-20013,Filet de poulet 500g,31.0,OMG-MAR,,OUI
FreshMarket,FM-001282,2025-02-15,SKU-20017,Pommes Gala 1kg,9.0,OMG-LYO,,OUI
FreshMarket,FM-001315,2025-06-11,SKU-20017,Pommes Gala 1kg,36.0,OMG-LYO,,OUI
FreshMarket,FM-000490,2025-11-23,SKU-20015,Jus d'orange 1L,13.0,OMG-LIL,,OUI
FreshMarket,FM-000562,2025-01-16,SKU-20017,Pommes Gala 1kg,26.0,OMG-LYO,,OUI
FreshMarket,FM-001089,2025-08-30,SKU-20020,Compote pomme 4x100g,8.0,OMG-MAR,,OUI
FreshMarket,FM-001065,2025-05-02,SKU-20015,Jus d'orange 1L,37.0,OMG-MAR,,OUI
FreshMarket,FM-000755,2026-02-10,SKU-20014,Epinards surgeles 1kg,26.0,OMG-LYO,,OUI
FreshMarket,FM-000503,2025-02-21,SKU-20020,Compote pomme 4x100g,31.0,OMG-LIL,,OUI
FreshMarket,FM-001179,2025-07-08,SKU-20012,Lait demi-ecreme 1L,21.0,OMG-LYO,,OUI
FreshMarket,FM-000494,2025-10-15,SKU-20016,Fromage rape 200g,10.0,OMG-LIL,,OUI
FreshMarket,FM-000436,2026-04-28,SKU-20018,Pizza surgelee,25.0,OMG-LYO,,OUI
FreshMarket,FM-000914,2026-02-13,SKU-20015,Jus d'orange 1L,33.0,OMG-LIL,,OUI
FreshMarket,FM-000802,2026-06-19,SKU-20013,Filet de poulet 500g,38.0,OMG-LIL,,OUI
FreshMarket,FM-000795,2026-03-13,SKU-20020,Compote pomme 4x100g,,OMG-LYO,,OUI
FreshMarket,FM-000047,2026-06-29,SKU-20018,Pizza surgelee,36.0,OMG-MAR,,OUI
FreshMarket,FM-000986,2025-05-22,SKU-20017,Pommes Gala 1kg,2.0,OMG-LYO,,OUI
FreshMarket,FM-000503,2025-02-21,SKU-20015,Jus d'orange 1L,31.0,OMG-LIL,,OUI
FreshMarket,FM-001002,2025-02-07,SKU-20011,Yaourt nature 4x125g,16.0,OMG-MAR,,OUI
FreshMarket,FM-001384,2026-02-22,SKU-20016,Fromage rape 200g,15.0,OMG-LIL,,OUI
FreshMarket,FM-000023,2026-05-23,SKU-20015,Jus d'orange 1L,19.0,OMG-MAR,,OUI
FreshMarket,FM-000921,2025-03-05,SKU-20013,Filet de poulet 500g,20.0,OMG-LIL,,OUI
FreshMarket,FM-001308,2025-11-03,SKU-20016,Fromage rape 200g,13.0,OMG-LYO,,OUI
FreshMarket,FM-000285,2025-07-18,SKU-20018,Pizza surgelee,25.0,OMG-MAR,,OUI
FreshMarket,FM-000479,2025-03-28,SKU-20016,Fromage rape 200g,15.0,OMG-LYO,,OUI
FreshMarket,FM-001085,2025-11-10,SKU-20018,Pizza surgelee,10.0,OMG-LIL,,OUI
FreshMarket,FM-000607,2025-07-14,SKU-20016,Fromage rape 200g,14.0,OMG-MAR,,OUI
FreshMarket,FM-000148,2025-03-26,SKU-20011,Yaourt nature 4x125g,7.0,OMG-LYO,,OUI
FreshMarket,FM-001039,2025-05-14,SKU-20016,Fromage rape 200g,7.0,OMG-LYO,,OUI
FreshMarket,FM-001346,2025-05-14,SKU-20018,Pizza surgelee,7.0,OMG-LIL,,OUI
FreshMarket,FM-001383,2025-08-01,SKU-20017,Pommes Gala 1kg,32.0,OMG-MAR,,OUI
FreshMarket,FM-000245,2025-05-20,SKU-20018,Pizza surgelee,34.0,OMG-LIL,,OUI
FreshMarket,FM-000912,2025-09-04,SKU-20015,Jus d'orange 1L,,OMG-MAR,,OUI
FreshMarket,FM-000714,2025-11-26,SKU-20018,Pizza surgelee,32.0,OMG-LYO,,OUI
FreshMarket,FM-000481,2026-03-27,SKU-20013,Filet de poulet 500g,37.0,OMG-LIL,,OUI
FreshMarket,FM-000398,2025-02-16,SKU-20018,Pizza surgelee,1.0,OMG-LYO,,OUI
FreshMarket,FM-000400,2025-10-01,SKU-20015,Jus d'orange 1L,25.0,OMG-MAR,,OUI
FreshMarket,FM-000944,2026-02-04,SKU-20020,Compote pomme 4x100g,31.0,OMG-MAR,,OUI
FreshMarket,FM-000571,2025-01-17,SKU-20018,Pizza surgelee,32.0,OMG-LIL,,OUI
FreshMarket,FM-000795,2026-03-13,SKU-20012,Lait demi-ecreme 1L,36.0,OMG-LYO,,OUI
FreshMarket,FM-000145,2026-01-07,SKU-20013,Filet de poulet 500g,30.0,OMG-MAR,,OUI
FreshMarket,FM-000690,2026-06-12,SKU-20020,Compote pomme 4x100g,15.0,OMG-LIL,,OUI
FreshMarket,FM-000315,2026-07-17,SKU-20019,Beurre doux 250g,29.0,OMG-MAR,,OUI
FreshMarket,FM-001344,2026-06-16,SKU-20014,Epinards surgeles 1kg,19.0,OMG-LYO,,OUI
FreshMarket,FM-000831,2025-07-02,SKU-20012,Lait demi-ecreme 1L,28.0,OMG-LYO,,OUI
FreshMarket,FM-000291,2026-01-07,SKU-20012,Lait demi-ecreme 1L,9.0,OMG-MAR,,OUI
FreshMarket,FM-001147,2026-03-30,SKU-20020,Compote pomme 4x100g,27.0,OMG-MAR,,OUI
FreshMarket,FM-000978,2025-09-07,SKU-20014,Epinards surgeles 1kg,40.0,OMG-LYO,,OUI
FreshMarket,FM-000039,2025-11-22,SKU-20017,Pommes Gala 1kg,22.0,OMG-LIL,,OUI
FreshMarket,FM-000556,2025-04-01,SKU-20018,Pizza surgelee,8.0,OMG-LIL,,OUI
FreshMarket,FM-000857,2025-06-24,SKU-20017,Pommes Gala 1kg,35.0,OMG-LYO,,OUI
FreshMarket,FM-000777,2025-10-01,SKU-20017,Pommes Gala 1kg,34.0,OMG-LIL,,OUI
FreshMarket,FM-000481,2026-03-27,SKU-20011,Yaourt nature 4x125g,28.0,OMG-LIL,,OUI
FreshMarket,FM-000075,2025-11-26,SKU-20017,Pommes Gala 1kg,31.0,OMG-MAR,,OUI
FreshMarket,FM-000318,2026-05-05,SKU-20011,Yaourt nature 4x125g,40.0,OMG-LIL,,OUI
FreshMarket,FM-000835,2026-02-12,SKU-20013,Filet de poulet 500g,10.0,OMG-MAR,,OUI
FreshMarket,FM-000799,2025-08-22,SKU-20017,Pommes Gala 1kg,6.0,OMG-MAR,,OUI
FreshMarket,FM-000403,2026-05-25,SKU-20016,Fromage rape 200g,5.0,OMG-LYO,,OUI
FreshMarket,FM-000045,2026-07-22,SKU-20015,Jus d'orange 1L,29.0,OMG-LIL,,OUI
FreshMarket,FM-000129,2026-06-13,SKU-20019,Beurre doux 250g,38.0,OMG-LIL,,OUI
FreshMarket,FM-000348,2025-09-21,SKU-20012,Lait demi-ecreme 1L,,OMG-LYO,,OUI
FreshMarket,FM-000285,2025-07-18,SKU-20012,Lait demi-ecreme 1L,27.0,OMG-MAR,,OUI
FreshMarket,FM-001162,2025-05-19,SKU-20014,Epinards surgeles 1kg,1.0,OMG-MAR,,OUI
FreshMarket,FM-000037,2026-05-11,SKU-20014,Epinards surgeles 1kg,18.0,OMG-LYO,,OUI
FreshMarket,FM-000555,2025-05-09,SKU-20014,Epinards surgeles 1kg,10.0,OMG-LIL,,OUI
FreshMarket,FM-000201,2026-01-16,SKU-20020,Compote pomme 4x100g,26.0,OMG-MAR,,OUI
FreshMarket,FM-000627,2025-03-23,SKU-20018,Pizza surgelee,,OMG-LYO,,OUI
FreshMarket,FM-000641,2025-11-30,SKU-20014,Epinards surgeles 1kg,29.0,OMG-LYO,,OUI
FreshMarket,FM-000625,2025-06-01,SKU-20014,Epinards surgeles 1kg,31.0,OMG-LIL,,OUI
FreshMarket,FM-001388,2025-07-15,SKU-20011,Yaourt nature 4x125g,35.0,OMG-MAR,,OUI
FreshMarket,FM-001305,2025-01-20,SKU-20020,Compote pomme 4x100g,,OMG-LIL,,OUI
FreshMarket,FM-001334,2026-04-18,SKU-20013,Filet de poulet 500g,10.0,OMG-LYO,,OUI
FreshMarket,FM-000572,2025-09-17,SKU-20011,Yaourt nature 4x125g,32.0,OMG-LYO,,OUI
FreshMarket,FM-000088,2025-03-04,SKU-20015,Jus d'orange 1L,40.0,OMG-LYO,,OUI
FreshMarket,FM-001305,2025-01-20,SKU-20016,Fromage rape 200g,2.0,OMG-LIL,,OUI
FreshMarket,FM-001044,2026-06-16,SKU-20020,Compote pomme 4x100g,37.0,OMG-LIL,,OUI
FreshMarket,FM-001084,2026-01-09,SKU-20019,Beurre doux 250g,13.0,OMG-MAR,,OUI
FreshMarket,FM-000082,2025-10-16,SKU-20015,Jus d'orange 1L,3.0,OMG-LIL,,OUI
FreshMarket,FM-000846,2025-01-24,SKU-20019,Beurre doux 250g,22.0,OMG-MAR,,OUI
FreshMarket,FM-000201,2026-01-16,SKU-20020,Compote pomme 4x100g,25.0,OMG-MAR,,OUI
FreshMarket,FM-000500,2025-01-06,SKU-20019,Beurre doux 250g,30.0,OMG-LYO,,OUI
FreshMarket,FM-000768,2026-02-20,SKU-20013,Filet de poulet 500g,7.0,OMG-MAR,,OUI
FreshMarket,FM-000831,2025-07-02,SKU-20013,Filet de poulet 500g,2.0,OMG-LYO,,OUI
FreshMarket,FM-000539,2026-06-15,SKU-20015,Jus d'orange 1L,2.0,OMG-LIL,,OUI
FreshMarket,FM-000519,2026-05-04,SKU-20012,Lait demi-ecreme 1L,4.0,OMG-LYO,,OUI
FreshMarket,FM-000993,2025-10-03,SKU-20015,Jus d'orange 1L,15.0,OMG-LYO,,OUI
FreshMarket,FM-000651,2025-02-26,SKU-20017,Pommes Gala 1kg,22.0,OMG-LYO,,OUI
FreshMarket,FM-001383,2025-08-01,SKU-20016,Fromage rape 200g,28.0,OMG-MAR,,OUI
FreshMarket,FM-000128,2026-03-21,SKU-20013,Filet de poulet 500g,,OMG-MAR,,OUI
FreshMarket,FM-000721,2025-12-07,SKU-20011,Yaourt nature 4x125g,23.0,OMG-LYO,,OUI
FreshMarket,FM-000719,2026-04-24,SKU-20011,Yaourt nature 4x125g,23.0,OMG-LYO,,OUI
FreshMarket,FM-000004,2025-07-27,SKU-20016,Fromage rape 200g,14.0,OMG-LIL,,OUI
FreshMarket,FM-001111,2025-10-17,SKU-20015,Jus d'orange 1L,30.0,OMG-MAR,,OUI
FreshMarket,FM-000738,2026-05-08,SKU-20018,Pizza surgelee,15.0,OMG-MAR,,OUI
FreshMarket,FM-001281,2025-05-18,SKU-20013,Filet de poulet 500g,4.0,OMG-LIL,,OUI
FreshMarket,FM-000067,2026-01-12,SKU-20018,Pizza surgelee,21.0,OMG-MAR,,OUI
FreshMarket,FM-000506,2026-06-17,SKU-20016,Fromage rape 200g,10.0,OMG-LIL,,OUI
FreshMarket,FM-000378,2025-12-30,SKU-20012,Lait demi-ecreme 1L,34.0,OMG-MAR,,OUI
FreshMarket,FM-001342,2025-05-06,SKU-20020,Compote pomme 4x100g,40.0,OMG-MAR,,OUI
FreshMarket,FM-000729,2025-10-08,SKU-20019,Beurre doux 250g,39.0,OMG-MAR,,OUI
FreshMarket,FM-000531,2026-05-29,SKU-20019,Beurre doux 250g,13.0,OMG-LYO,,OUI
FreshMarket,FM-000126,2026-04-21,SKU-20018,Pizza surgelee,6.0,OMG-LYO,,OUI
FreshMarket,FM-000721,2025-12-07,SKU-20014,Epinards surgeles 1kg,8.0,OMG-LYO,,OUI
FreshMarket,FM-000331,2025-09-25,SKU-20019,Beurre doux 250g,9.0,OMG-LIL,,OUI
FreshMarket,FM-000482,2025-03-06,SKU-20017,Pommes Gala 1kg,14.0,OMG-LYO,,OUI
FreshMarket,FM-001069,2025-05-17,SKU-20019,Beurre doux 250g,11.0,OMG-MAR,,OUI
FreshMarket,FM-000144,2025-04-28,SKU-20017,Pommes Gala 1kg,33.0,OMG-LIL,,OUI
FreshMarket,FM-000741,2025-11-09,SKU-20011,Yaourt nature 4x125g,3.0,OMG-MAR,,OUI
FreshMarket,FM-001310,2025-12-21,SKU-20020,Compote pomme 4x100g,9.0,OMG-LYO,,OUI
FreshMarket,FM-001042,2025-10-06,SKU-20020,Compote pomme 4x100g,37.0,OMG-LYO,,OUI
FreshMarket,FM-000119,2025-11-06,SKU-20015,Jus d'orange 1L,8.0,OMG-MAR,,OUI
FreshMarket,FM-000124,2025-10-25,SKU-20020,Compote pomme 4x100g,10.0,OMG-LIL,,OUI
FreshMarket,FM-001351,2025-11-27,SKU-20011,Yaourt nature 4x125g,14.0,OMG-LIL,,OUI
FreshMarket,FM-000904,2026-06-10,SKU-20013,Filet de poulet 500g,19.0,OMG-MAR,,OUI
FreshMarket,FM-001042,2025-10-06,SKU-20019,Beurre doux 250g,6.0,OMG-LYO,,OUI
FreshMarket,FM-000010,2025-05-09,SKU-20015,Jus d'orange 1L,26.0,OMG-MAR,,OUI
FreshMarket,FM-000111,2025-08-07,SKU-20020,Compote pomme 4x100g,9.0,OMG-LIL,,OUI
FreshMarket,FM-000636,2026-02-07,SKU-20011,Yaourt nature 4x125g,30.0,OMG-LIL,,OUI
FreshMarket,FM-001288,2025-07-03,SKU-20012,Lait demi-ecreme 1L,26.0,OMG-LYO,,OUI
FreshMarket,FM-000237,2025-04-04,SKU-20018,Pizza surgelee,17.0,OMG-LIL,,OUI
FreshMarket,FM-000912,2025-09-04,SKU-20014,Epinards surgeles 1kg,11.0,OMG-MAR,,OUI
FreshMarket,FM-001181,2025-03-20,SKU-20013,Filet de poulet 500g,35.0,OMG-LYO,,OUI
FreshMarket,FM-000978,2025-09-07,SKU-20019,Beurre doux 250g,13.0,OMG-LYO,,OUI
FreshMarket,FM-000047,2026-06-29,SKU-20014,Epinards surgeles 1kg,6.0,OMG-MAR,,OUI
FreshMarket,FM-000928,2025-12-29,SKU-20018,Pizza surgelee,40.0,OMG-LYO,,OUI
FreshMarket,FM-001085,2025-11-10,SKU-20013,Filet de poulet 500g,25.0,OMG-LIL,,OUI
FreshMarket,FM-000539,2026-06-15,SKU-20018,Pizza surgelee,24.0,OMG-LIL,,OUI
