id,client,entrepot,categorie_produit,date_expedition,poids_kg,delai_livraison_jours,cout_transport_eur,statut
13506,MedioTex,Lyon,Textile,2025-07-29,37.88,3,36.55,Livree
13507,NordDrive,Lille,Pieces auto,2022-05-02,12.82,1,21.45,Livree
13508,NordDrive,Marseille,Pieces auto,2022-10-23,40.36,3,37.06,Livree
13509,NordDrive,Marseille,Pieces auto,2022-03-24,32.17,1,76.14,Incident
13510,NordDrive,Marseille,Pieces auto,2026-03-30,39.4,2,63.27,Livree
13511,MedioTex,Marseille,Textile,2024-04-06,44.52,1,34.76,Livree
13512,FreshMarket,Marseille,Alimentaire,2024-06-01,32.94,3,87.15,Livree
13513,FreshMarket,Marseille,Alimentaire,2022-02-22,32.56,3,72.69,Livree
13514,FreshMarket,Lyon,Alimentaire,2024-01-18,1.26,3,76.22,Retardee
13515,FreshMarket,Marseille,Alimentaire,2024-01-15,13.32,5,49.84,Livree
13516,MedioTex,Lille,Textile,2023-04-23,41.1,2,15.02,Livree
13517,MedioTex,Lille,Textile,2024-02-06,19.42,3,68.97,Livree
13518,NordDrive,Marseille,Pieces auto,2025-02-22,12.4,3,51.75,Livree
13519,NordDrive,Lyon,Pieces auto,2022-09-10,38.23,4,57.23,Livree
13520,MedioTex,Marseille,Textile,2023-11-30,12.6,3,76.46,Livree
13521,FreshMarket,Lille,Alimentaire,2026-02-08,34.0,1,45.25,Livree
13522,MedioTex,Lille,Textile,2023-11-29,19.07,3,60.09,Livree
13523,MedioTex,Lille,Textile,2023-01-05,17.43,2,27.93,Incident
13524,NordDrive,Marseille,Pieces auto,2023-06-24,35.32,2,63.46,Livree
13525,MedioTex,Lille,Textile,2025-08-27,22.94,3,28.65,Livree
13526,NordDrive,Lille,Pieces auto,2023-06-02,38.17,3,37.23,Livree
13527,NordDrive,Lyon,Pieces auto,2023-08-15,41.42,1,81.23,Livree
13528,FreshMarket,Lille,Alimentaire,2024-04-21,6.58,1,47.61,Livree
13529,MedioTex,Marseille,Textile,2025-03-21,9.96,1,62.68,Incident
13530,MedioTex,Lille,Textile,2023-03-31,43.53,1,62.04,Livree
13531,MedioTex,Lyon,Textile,2026-07-10,14.12,3,57.44,Livree
13532,MedioTex,Marseille,Textile,2024-02-09,21.36,3,19.33,Livree
13533,FreshMarket,Marseille,Alimentaire,2024-11-11,34.53,5,21.74,Retardee
13534,MedioTex,Lille,Textile,2022-02-26,35.33,3,35.26,Livree
13535,MedioTex,Marseille,Textile,2026-01-03,1.38,3,41.56,Livree
13536,NordDrive,Lyon,Pieces auto,2023-03-11,31.57,2,9.59,Livree
13537,FreshMarket,Lyon,Alimentaire,2025-04-06,3.14,4,40.65,Livree
13538,FreshMarket,Marseille,Alimentaire,2026-05-21,32.43,3,69.75,Livree
13539,FreshMarket,Marseille,Alimentaire,2026-06-25,30.61,1,25.21,Livree
13540,FreshMarket,Lille,Alimentaire,2024-04-24,18.56,1,7.94,Retardee
13541,FreshMarket,Lille,Alimentaire,2023-12-24,36.93,1,24.07,Livree
13542,MedioTex,Marseille,Textile,2022-11-24,17.38,4,42.26,Livree
13543,MedioTex,Lyon,Textile,2026-07-12,1.48,1,9.37,Livree
13544,FreshMarket,Marseille,Alimentaire,2022-05-22,22.7,2,71.71,Livree
13545,FreshMarket,Lyon,Alimentaire,2026-03-15,5.79,1,64.64,Livree
13546,MedioTex,Lyon,Textile,2022-08-01,41.65,4,33.38,Livree
13547,FreshMarket,Marseille,Alimentaire,2025-09-30,34.61,3,13.57,Livree
13548,FreshMarket,Lille,Alimentaire,2026-05-12,1.39,1,68.13,Livree
13549,MedioTex,Lyon,Textile,2025-06-07,16.94,4,86.42,Livree
13550,FreshMarket,Lyon,Alimentaire,2024-04-23,41.09,2,31.8,Livree
13551,NordDrive,Marseille,Pieces auto,2024-09-10,42.65,1,43.13,Livree
13552,NordDrive,Marseille,Pieces auto,2025-02-16,5.45,2,26.47,Livree
13553,FreshMarket,Marseille,Alimentaire,2024-09-15,11.52,1,56.71,Livree
13554,NordDrive,Lyon,Pieces auto,2022-04-26,30.89,2,10.15,Livree
13555,MedioTex,Marseille,Textile,2026-02-13,18.74,2,82.59,Livree
13556,NordDrive,Lille,Pieces auto,2024-05-10,16.23,1,32.11,Livree
13557,NordDrive,Lyon,Pieces auto,2023-09-15,9.14,1,12.92,Livree
13558,NordDrive,Lyon,Pieces auto,2026-01-27,13.12,2,70.19,Retardee
13559,MedioTex,Lille,Textile,2022-01-18,17.64,3,51.71,Retardee
13560,FreshMarket,Marseille,Alimentaire,2022-02-21,0.96,3,73.3,Retardee
13561,MedioTex,Lille,Textile,2024-11-14,21.87,3,63.83,Livree
13562,NordDrive,Lyon,Pieces auto,2026-01-22,36.12,3,53.12,Retardee
13563,NordDrive,Lyon,Pieces auto,2026-07-15,35.63,1,76.35,Livree
13564,NordDrive,Lyon,Pieces auto,2026-06-11,6.51,4,72.55,Livree
13565,FreshMarket,Lyon,Alimentaire,2022-10-22,27.82,1,24.79,Retardee
13566,FreshMarket,Marseille,Alimentaire,2024-06-25,19.51,1,84.65,Livree
13567,MedioTex,Marseille,Textile,2024-01-07,32.1,4,26.69,Livree
13568,MedioTex,Marseille,Textile,2026-02-25,27.7,3,73.21,Livree
13569,NordDrive,Lille,Pieces auto,2024-05-10,14.03,1,8.75,Livree
13570,NordDrive,Lille,Pieces auto,2023-08-26,14.84,1,20.3,Livree
13571,NordDrive,Lille,Pieces auto,2022-04-10,23.39,1,24.78,Livree
13572,NordDrive,Marseille,Pieces auto,2025-03-20,37.55,2,18.49,Livree
13573,NordDrive,Lille,Pieces auto,2023-06-25,19.08,1,37.13,Retardee
13574,NordDrive,Lille,Pieces auto,2026-01-18,20.66,1,27.07,Livree
13575,MedioTex,Lyon,Textile,2023-08-31,13.1,3,59.88,Livree
13576,MedioTex,Lyon,Textile,2025-04-06,23.82,1,28.09,Livree
13577,NordDrive,Lille,Pieces auto,2024-09-15,30.78,3,23.39,Livree
13578,MedioTex,Lyon,Textile,2022-10-20,28.41,2,11.84,Livree
13579,NordDrive,Lyon,Pieces auto,2022-11-04,16.59,3,60.68,Livree
13580,FreshMarket,Lille,Alimentaire,2026-03-18,31.23,1,20.83,Retardee
13581,MedioTex,Lille,Textile,2025-08-06,27.49,1,10.17,Livree
13582,FreshMarket,Lille,Alimentaire,2024-08-08,5.07,3,77.27,Livree
13583,FreshMarket,Lille,Alimentaire,2026-07-17,2.28,2,67.05,Livree
13584,FreshMarket,Marseille,Alimentaire,2022-06-12,41.89,4,24.76,Incident
13585,FreshMarket,Marseille,Alimentaire,2024-04-30,29.47,4,13.66,Livree
13586,FreshMarket,Lille,Alimentaire,2025-11-02,44.46,3,81.22,Livree
13587,MedioTex,Marseille,Textile,2025-11-06,31.21,4,15.47,Livree
13588,NordDrive,Lille,Pieces auto,2024-09-18,38.65,3,80.12,Livree
13589,FreshMarket,Lille,Alimentaire,2022-07-12,11.53,3,61.66,Livree
13590,MedioTex,Lyon,Textile,2022-06-19,38.56,2,69.16,Livree
13591,MedioTex,Lille,Textile,2024-12-31,8.97,1,30.76,Retardee
13592,FreshMarket,Marseille,Alimentaire,2022-09-12,15.24,5,72.6,Livree
13593,NordDrive,Lille,Pieces auto,2024-12-26,38.64,1,42.42,Livree
13594,MedioTex,Lille,Textile,2022-02-26,11.8,1,34.23,Livree
13595,MedioTex,Marseille,Textile,2022-07-17,31.08,2,79.05,Livree
13596,MedioTex,Marseille,Textile,2022-04-26,6.11,4,64.67,Livree
13597,MedioTex,Marseille,Textile,2024-08-01,41.75,4,74.66,Livree
13598,MedioTex,Lyon,Textile,2022-10-08,0.73,1,28.81,Incident
13599,NordDrive,Lille,Pieces auto,2023-07-14,40.99,1,48.9,Livree
13600,FreshMarket,Marseille,Alimentaire,2022-08-17,18.16,2,70.59,Retardee
13601,NordDrive,Lyon,Pieces auto,2023-06-10,13.33,1,55.34,Livree
13602,FreshMarket,Lyon,Alimentaire,2022-09-28,20.25,3,50.62,Livree
13603,FreshMarket,Lyon,Alimentaire,2024-08-08,31.14,3,75.74,Livree
13604,MedioTex,Lille,Textile,2022-02-13,26.0,4,38.33,Incident
13605,NordDrive,Lyon,Pieces auto,2024-02-05,8.36,1,66.51,Retardee
13606,FreshMarket,Lyon,Alimentaire,2022-11-26,29.3,2,77.52,Livree
13607,MedioTex,Marseille,Textile,2025-06-23,16.08,1,25.39,Livree
13608,NordDrive,Lille,Pieces auto,2024-03-11,5.92,1,43.51,Livree
13609,FreshMarket,Marseille,Alimentaire,2025-06-12,17.65,1,19.31,Livree
13610,NordDrive,Lyon,Pieces auto,2023-06-11,42.4,2,76.28,Livree
13611,FreshMarket,Marseille,Alimentaire,2024-04-07,19.3,3,41.71,Livree
13612,NordDrive,Lyon,Pieces auto,2025-05-03,40.31,2,33.76,Livree
13613,MedioTex,Lille,Textile,2024-12-28,19.14,3,28.1,Livree
13614,MedioTex,Lille,Textile,2024-03-09,39.64,2,68.4,Livree
13615,NordDrive,Lyon,Pieces auto,2024-02-12,41.49,2,64.92,Livree
13616,MedioTex,Marseille,Textile,2026-02-28,15.09,2,71.43,Livree
13617,MedioTex,Lyon,Textile,2024-10-03,2.15,1,58.35,Livree
13618,NordDrive,Lyon,Pieces auto,2022-05-11,31.13,3,60.98,Retardee
13619,FreshMarket,Lille,Alimentaire,2024-03-04,7.85,1,76.08,Livree
13620,FreshMarket,Lille,Alimentaire,2023-07-08,8.36,4,73.27,Livree
13621,MedioTex,Marseille,Textile,2023-06-02,35.5,2,19.34,Livree
13622,FreshMarket,Marseille,Alimentaire,2023-05-21,32.71,1,31.03,Livree
13623,MedioTex,Lille,Textile,2023-12-14,32.12,2,76.46,Livree
13624,MedioTex,Lyon,Textile,2025-12-17,40.54,1,30.95,Incident
13625,FreshMarket,Marseille,Alimentaire,2024-07-23,29.34,2,83.67,Livree
13626,FreshMarket,Marseille,Alimentaire,2024-04-02,36.49,2,43.81,Livree
13627,NordDrive,Marseille,Pieces auto,2024-11-04,17.86,1,81.21,Retardee
13628,NordDrive,Marseille,Pieces auto,2024-03-06,21.49,1,61.25,Livree
13629,FreshMarket,Lyon,Alimentaire,2024-08-18,9.71,1,35.41,Retardee
13630,FreshMarket,Lyon,Alimentaire,2025-10-26,1.67,1,84.64,Livree
13631,MedioTex,Marseille,Textile,2024-01-20,38.27,1,70.51,Livree
13632,NordDrive,Lyon,Pieces auto,2025-06-02,16.08,3,64.61,Livree
13633,MedioTex,Marseille,Textile,2024-02-16,21.37,1,33.82,Livree
13634,NordDrive,Lyon,Pieces auto,2024-01-06,28.18,4,34.63,Incident
13635,FreshMarket,Marseille,Alimentaire,2022-12-31,6.29,1,70.67,Livree
13636,FreshMarket,Marseille,Alimentaire,2026-06-16,42.4,1,68.75,Livree
13637,NordDrive,Lille,Pieces auto,2022-01-16,23.86,2,16.47,Livree
13638,MedioTex,Lyon,Textile,2023-12-14,22.27,2,83.47,Livree
13639,FreshMarket,Lyon,Alimentaire,2022-07-07,7.78,1,75.75,Retardee
13640,FreshMarket,Lyon,Alimentaire,2025-02-19,13.15,2,19.28,Livree
13641,NordDrive,Marseille,Pieces auto,2024-01-05,26.26,1,84.17,Livree
13642,NordDrive,Marseille,Pieces auto,2023-06-04,35.87,2,34.06,Livree
13643,FreshMarket,Lille,Alimentaire,2023-03-28,5.42,1,33.36,Livree
13644,MedioTex,Marseille,Textile,2025-09-19,17.56,1,27.07,Livree
13645,FreshMarket,Marseille,Alimentaire,2023-09-24,20.94,1,63.46,Retardee
13646,NordDrive,Marseille,Pieces auto,2023-03-07,17.26,2,14.27,Retardee
13647,NordDrive,Lyon,Pieces auto,2022-12-12,6.35,2,12.99,Livree
13648,NordDrive,Lyon,Pieces auto,2022-04-20,39.32,4,45.51,Livree
13649,MedioTex,Marseille,Textile,2023-11-11,30.48,2,81.17,Livree
13650,NordDrive,Lyon,Pieces auto,2022-10-31,0.61,2,58.39,Livree
13651,MedioTex,Lyon,Textile,2022-10-09,14.34,3,57.37,Livree
13652,NordDrive,Lille,Pieces auto,2023-12-25,1.9,3,15.3,Livree
13653,FreshMarket,Lyon,Alimentaire,2023-06-23,36.37,1,64.91,Livree
13654,NordDrive,Marseille,Pieces auto,2026-06-24,14.71,2,42.21,Livree
13655,FreshMarket,Lyon,Alimentaire,2026-03-02,28.26,1,60.91,Livree
13656,NordDrive,Lille,Pieces auto,2022-11-06,14.55,1,72.09,Retardee
13657,MedioTex,Lyon,Textile,2023-07-19,42.44,3,86.59,Livree
13658,NordDrive,Lyon,Pieces auto,2024-10-09,25.18,1,53.3,Livree
13659,NordDrive,Marseille,Pieces auto,2024-07-02,3.42,2,68.15,Livree
13660,NordDrive,Lille,Pieces auto,2023-03-13,28.76,3,43.56,Livree
13661,NordDrive,Lille,Pieces auto,2025-09-29,11.0,1,43.99,Livree
13662,NordDrive,Marseille,Pieces auto,2025-07-26,39.66,3,69.96,Livree
13663,MedioTex,Lyon,Textile,2023-12-22,10.84,2,73.48,Livree
13664,FreshMarket,Marseille,Alimentaire,2022-11-03,43.47,1,21.04,Livree
13665,FreshMarket,Lille,Alimentaire,2024-02-28,28.01,2,64.29,Livree
13666,NordDrive,Marseille,Pieces auto,2022-09-02,12.55,1,64.56,Livree
13667,FreshMarket,Lyon,Alimentaire,2024-10-17,36.6,4,48.88,Livree
13668,NordDrive,Marseille,Pieces auto,2025-09-01,36.36,2,26.4,Livree
13669,FreshMarket,Lille,Alimentaire,2026-01-31,13.76,1,19.89,Livree
13670,FreshMarket,Lille,Alimentaire,2022-02-02,28.64,3,57.32,Livree
13671,MedioTex,Lyon,Textile,2024-12-06,39.69,1,21.01,Livree
13672,NordDrive,Marseille,Pieces auto,2025-06-29,20.93,2,32.11,Retardee
13673,FreshMarket,Marseille,Alimentaire,2025-04-12,31.06,2,34.73,Retardee
13674,MedioTex,Lille,Textile,2024-07-08,32.76,2,41.91,Livree
13675,NordDrive,Marseille,Pieces auto,2023-05-18,23.77,1,34.1,Livree
13676,FreshMarket,Marseille,Alimentaire,2025-06-23,22.25,1,32.74,Retardee
13677,FreshMarket,Lyon,Alimentaire,2023-06-25,16.31,1,51.61,Livree
13678,MedioTex,Lyon,Textile,2022-03-22,36.12,2,29.71,Livree
13679,MedioTex,Marseille,Textile,2025-12-03,27.81,2,45.87,Livree
13680,NordDrive,Marseille,Pieces auto,2025-07-21,37.51,1,39.88,Livree
13681,NordDrive,Lille,Pieces auto,2023-02-21,12.57,4,83.58,Livree
13682,MedioTex,Marseille,Textile,2024-04-15,35.19,3,53.66,Livree
13683,MedioTex,Lyon,Textile,2024-07-10,29.89,2,79.78,Livree
13684,MedioTex,Lille,Textile,2023-11-19,24.44,3,67.4,Livree
13685,MedioTex,Lyon,Textile,2025-04-01,43.78,3,54.05,Retardee
13686,MedioTex,Lille,Textile,2025-01-23,19.97,3,64.04,Livree
13687,NordDrive,Lyon,Pieces auto,2023-02-10,11.16,2,31.57,Livree
13688,FreshMarket,Marseille,Alimentaire,2024-06-01,30.95,1,55.38,Livree
13689,NordDrive,Lyon,Pieces auto,2022-03-29,10.66,3,46.38,Livree
13690,NordDrive,Marseille,Pieces auto,2025-02-11,41.68,3,28.24,Livree
13691,NordDrive,Lille,Pieces auto,2024-12-14,21.12,3,58.64,Livree
13692,NordDrive,Lyon,Pieces auto,2026-02-02,29.71,2,41.24,Livree
13693,FreshMarket,Marseille,Alimentaire,2023-03-30,4.69,1,75.68,Livree
13694,NordDrive,Marseille,Pieces auto,2022-05-05,1.63,1,73.04,Livree
13695,FreshMarket,Marseille,Alimentaire,2024-11-05,16.37,1,13.8,Livree
13696,FreshMarket,Lille,Alimentaire,2023-04-03,1.91,5,68.79,Livree
13697,FreshMarket,Lille,Alimentaire,2025-06-27,32.65,2,80.48,Livree
13698,NordDrive,Lille,Pieces auto,2025-06-20,36.08,2,83.4,Livree
13699,MedioTex,Lille,Textile,2024-05-26,42.3,1,26.04,Livree
13700,FreshMarket,Lille,Alimentaire,2026-01-01,1.91,3,34.18,Livree
13701,FreshMarket,Lyon,Alimentaire,2026-01-30,31.55,4,37.84,Incident
13702,NordDrive,Lille,Pieces auto,2024-12-31,10.28,4,24.12,Livree
13703,FreshMarket,Marseille,Alimentaire,2024-01-12,11.07,1,36.78,Livree
13704,NordDrive,Lille,Pieces auto,2024-07-07,13.28,3,26.73,Retardee
13705,FreshMarket,Marseille,Alimentaire,2022-08-21,41.75,1,47.33,Livree
13706,NordDrive,Lille,Pieces auto,2026-06-13,33.63,3,38.58,Livree
13707,MedioTex,Lille,Textile,2025-04-30,44.84,1,44.62,Livree
13708,MedioTex,Marseille,Textile,2025-01-03,40.08,1,15.02,Retardee
13709,MedioTex,Lille,Textile,2023-01-28,31.45,1,56.77,Livree
13710,FreshMarket,Marseille,Alimentaire,2023-09-19,10.94,1,35.16,Livree
13711,NordDrive,Marseille,Pieces auto,2024-12-17,40.16,3,63.71,Livree
13712,MedioTex,Marseille,Textile,2026-03-02,33.25,3,18.92,Livree
13713,MedioTex,Marseille,Textile,2023-11-22,38.89,2,53.85,Livree
13714,NordDrive,Lille,Pieces auto,2023-04-23,9.35,1,33.19,Livree
13715,FreshMarket,Marseille,Alimentaire,2024-04-26,29.86,1,47.03,Livree
13716,NordDrive,Lyon,Pieces auto,2024-05-09,11.27,2,75.74,Livree
13717,NordDrive,Lille,Pieces auto,2023-09-30,7.16,1,55.83,Livree
13718,FreshMarket,Marseille,Alimentaire,2023-11-14,44.56,1,41.87,Livree
13719,MedioTex,Lyon,Textile,2023-02-25,34.37,2,36.75,Retardee
13720,NordDrive,Lyon,Pieces auto,2024-12-06,9.07,4,66.64,Livree
13721,MedioTex,Marseille,Textile,2024-05-30,18.93,1,13.03,Livree
13722,NordDrive,Lyon,Pieces auto,2025-11-10,14.26,1,36.95,Livree
13723,MedioTex,Lyon,Textile,2023-11-09,20.61,1,24.55,Livree
13724,NordDrive,Lille,Pieces auto,2024-07-22,11.81,2,10.26,Livree
13725,NordDrive,Lyon,Pieces auto,2022-10-12,15.14,1,34.72,Livree
13726,NordDrive,Lille,Pieces auto,2026-02-28,34.93,1,70.03,Incident
13727,MedioTex,Marseille,Textile,2022-12-31,28.65,2,84.54,Livree
13728,FreshMarket,Lille,Alimentaire,2025-11-09,30.57,4,17.21,Retardee
13729,MedioTex,Lille,Textile,2023-09-25,30.89,4,26.09,Livree
13730,NordDrive,Lille,Pieces auto,2023-06-28,29.58,2,68.75,Livree
13731,MedioTex,Lyon,Textile,2025-01-07,4.67,2,75.41,Livree
13732,MedioTex,Marseille,Textile,2026-04-18,5.0,2,35.55,Livree
13733,FreshMarket,Marseille,Alimentaire,2024-08-17,26.28,1,63.48,Livree
13734,FreshMarket,Lyon,Alimentaire,2025-03-31,26.98,5,82.48,Livree
13735,NordDrive,Marseille,Pieces auto,2026-06-24,36.64,2,36.51,Livree
13736,FreshMarket,Lyon,Alimentaire,2022-01-23,24.35,1,60.63,Retardee
13737,MedioTex,Marseille,Textile,2026-06-09,42.44,3,72.7,Livree
13738,MedioTex,Lyon,Textile,2022-05-17,7.78,1,46.71,Livree
13739,NordDrive,Marseille,Pieces auto,2024-06-01,42.31,4,87.18,Incident
13740,MedioTex,Marseille,Textile,2026-01-29,8.09,2,41.39,Incident
13741,NordDrive,Marseille,Pieces auto,2024-02-01,42.35,4,85.37,Livree
13742,MedioTex,Lille,Textile,2022-07-24,24.14,3,45.63,Livree
13743,FreshMarket,Marseille,Alimentaire,2024-05-05,5.14,1,77.54,Livree
13744,FreshMarket,Lille,Alimentaire,2026-02-08,25.85,3,67.03,Livree
13745,MedioTex,Lyon,Textile,2022-09-07,10.07,1,37.86,Livree
13746,NordDrive,Lyon,Pieces auto,2026-07-11,31.0,3,15.47,Livree
13747,MedioTex,Lille,Textile,2023-06-26,20.09,2,78.81,Livree
13748,MedioTex,Lyon,Textile,2023-12-23,28.56,3,72.13,Livree
13749,NordDrive,Lille,Pieces auto,2022-01-27,40.18,1,45.63,Livree
13750,NordDrive,Marseille,Pieces auto,2026-02-02,29.11,2,36.85,Livree
13751,FreshMarket,Lyon,Alimentaire,2022-09-21,2.87,2,76.88,Livree
13752,FreshMarket,Lille,Alimentaire,2022-05-21,28.78,2,33.17,Livree
13753,NordDrive,Lyon,Pieces auto,2022-11-27,17.52,4,30.91,Livree
13754,FreshMarket,Lille,Alimentaire,2022-04-21,11.62,4,59.58,Livree
13755,FreshMarket,Lille,Alimentaire,2025-11-24,20.71,4,87.68,Retardee
13756,MedioTex,Marseille,Textile,2022-02-10,14.75,1,63.5,Livree
13757,FreshMarket,Lyon,Alimentaire,2026-02-07,9.54,2,75.98,Livree
13758,FreshMarket,Marseille,Alimentaire,2025-09-12,8.55,3,42.72,Livree
13759,MedioTex,Marseille,Textile,2024-10-13,4.83,1,66.07,Livree
13760,NordDrive,Lyon,Pieces auto,2026-07-28,33.26,2,49.28,Livree
13761,NordDrive,Marseille,Pieces auto,2025-09-26,38.14,1,58.08,Retardee
13762,FreshMarket,Marseille,Alimentaire,2026-02-05,19.46,4,79.8,Livree
13763,FreshMarket,Lyon,Alimentaire,2022-03-16,2.28,1,30.14,Livree
13764,FreshMarket,Lyon,Alimentaire,2024-02-17,17.76,2,46.57,Livree
13765,FreshMarket,Lille,Alimentaire,2023-03-11,7.45,2,48.96,Livree
13766,NordDrive,Lyon,Pieces auto,2026-02-10,40.3,2,83.65,Livree
13767,NordDrive,Lyon,Pieces auto,2026-02-08,16.54,1,48.97,Livree
13768,NordDrive,Lyon,Pieces auto,2025-05-18,32.19,3,77.53,Livree
13769,NordDrive,Marseille,Pieces auto,2024-09-12,28.42,2,16.35,Livree
13770,NordDrive,Lyon,Pieces auto,2025-09-21,11.31,1,27.66,Livree
13771,NordDrive,Lille,Pieces auto,2025-04-21,27.34,2,54.47,Livree
13772,MedioTex,Lyon,Textile,2022-07-31,18.72,1,69.57,Retardee
13773,FreshMarket,Marseille,Alimentaire,2026-05-01,14.48,1,35.81,Incident
13774,FreshMarket,Lille,Alimentaire,2023-07-28,27.87,4,58.15,Livree
13775,NordDrive,Marseille,Pieces auto,2024-02-11,35.6,2,30.62,Livree
13776,NordDrive,Marseille,Pieces auto,2025-02-03,0.71,2,31.74,Livree
13777,NordDrive,Lyon,Pieces auto,2024-06-04,38.95,3,72.6,Incident
13778,MedioTex,Lille,Textile,2023-06-17,25.21,1,82.26,Livree
13779,NordDrive,Marseille,Pieces auto,2026-03-02,24.24,1,38.26,Livree
13780,FreshMarket,Lille,Alimentaire,2023-03-28,38.03,2,55.36,Livree
13781,MedioTex,Marseille,Textile,2023-07-02,15.53,3,27.91,Livree
13782,MedioTex,Lille,Textile,2022-07-03,25.03,1,44.95,Livree
13783,MedioTex,Lyon,Textile,2026-01-01,33.14,1,23.16,Retardee
13784,FreshMarket,Lyon,Alimentaire,2022-03-18,42.61,3,26.07,Livree
13785,MedioTex,Marseille,Textile,2026-07-15,32.66,2,70.29,Retardee
13786,MedioTex,Lyon,Textile,2024-12-02,27.46,2,11.8,Livree
13787,FreshMarket,Lille,Alimentaire,2023-01-11,41.9,2,58.72,Livree
13788,FreshMarket,Lyon,Alimentaire,2025-11-20,13.66,2,13.59,Livree
13789,NordDrive,Lyon,Pieces auto,2023-08-04,29.68,2,19.9,Livree
13790,FreshMarket,Marseille,Alimentaire,2024-04-26,38.36,3,51.9,Incident
13791,FreshMarket,Lille,Alimentaire,2022-07-17,43.16,1,31.15,Livree
13792,MedioTex,Marseille,Textile,2023-07-03,28.02,3,76.9,Livree
13793,MedioTex,Marseille,Textile,2026-03-23,12.4,3,17.75,Livree
13794,FreshMarket,Lille,Alimentaire,2022-09-09,42.44,3,23.77,Incident
13795,FreshMarket,Lille,Alimentaire,2025-01-25,8.1,5,36.35,Livree
13796,NordDrive,Lyon,Pieces auto,2022-11-12,8.45,3,12.6,Livree
13797,FreshMarket,Marseille,Alimentaire,2026-05-17,0.43,1,46.01,Retardee
13798,FreshMarket,Lille,Alimentaire,2026-03-31,29.67,4,41.38,Livree
13799,FreshMarket,Lyon,Alimentaire,2024-09-28,43.03,1,20.24,Livree
13800,FreshMarket,Marseille,Alimentaire,2022-04-30,38.87,2,63.15,Livree
13801,MedioTex,Lyon,Textile,2022-08-04,20.42,2,85.94,Incident
13802,NordDrive,Lyon,Pieces auto,2025-03-08,39.71,4,18.99,Incident
13803,MedioTex,Lyon,Textile,2025-04-10,21.9,3,50.57,Livree
13804,FreshMarket,Lyon,Alimentaire,2022-09-28,19.09,1,39.28,Livree
13805,MedioTex,Lyon,Textile,2025-01-15,37.51,1,34.14,Livree
13806,NordDrive,Lille,Pieces auto,2023-03-08,2.71,1,67.57,Retardee
13807,FreshMarket,Lille,Alimentaire,2023-12-29,36.89,1,85.41,Livree
13808,NordDrive,Lille,Pieces auto,2022-12-20,6.0,2,57.75,Retardee
13809,NordDrive,Marseille,Pieces auto,2022-06-20,27.59,1,13.89,Livree
13810,FreshMarket,Lyon,Alimentaire,2025-11-14,2.41,3,61.28,Livree
13811,MedioTex,Lyon,Textile,2023-06-15,26.48,1,74.08,Livree
13812,MedioTex,Lille,Textile,2022-01-03,23.28,2,64.96,Livree
13813,MedioTex,Marseille,Textile,2022-08-25,22.42,1,17.65,Retardee
13814,MedioTex,Lyon,Textile,2022-06-09,9.34,2,22.34,Livree
13815,MedioTex,Lille,Textile,2023-04-13,19.24,2,67.33,Retardee
13816,NordDrive,Lyon,Pieces auto,2025-08-22,0.78,2,58.46,Livree
13817,MedioTex,Marseille,Textile,2024-12-14,24.16,4,60.06,Livree
13818,MedioTex,Lille,Textile,2026-01-14,31.74,2,50.98,Livree
13819,NordDrive,Lille,Pieces auto,2024-08-10,11.18,1,27.19,Livree
13820,FreshMarket,Lyon,Alimentaire,2025-04-21,13.91,3,18.38,Livree
13821,MedioTex,Lyon,Textile,2022-05-28,6.24,1,68.95,Livree
13822,FreshMarket,Lyon,Alimentaire,2025-09-16,9.38,1,34.71,Livree
13823,FreshMarket,Lille,Alimentaire,2025-06-17,38.89,1,59.69,Livree
13824,NordDrive,Lille,Pieces auto,2023-06-09,18.28,3,72.91,Livree
13825,MedioTex,Lyon,Textile,2023-02-05,39.15,5,26.66,Livree
13826,FreshMarket,Marseille,Alimentaire,2025-08-14,18.61,3,37.04,Livree
13827,FreshMarket,Marseille,Alimentaire,2025-01-05,27.82,1,77.39,Livree
13828,NordDrive,Lyon,Pieces auto,2024-05-07,1.77,1,50.1,Livree
13829,FreshMarket,Lille,Alimentaire,2026-02-05,8.24,4,87.34,Livree
13830,MedioTex,Lyon,Textile,2024-11-22,9.09,1,37.66,Livree
13831,FreshMarket,Lille,Alimentaire,2025-09-11,16.27,2,38.12,Livree
13832,FreshMarket,Marseille,Alimentaire,2025-07-13,29.79,3,88.84,Livree
13833,MedioTex,Lille,Textile,2026-03-29,39.61,3,24.21,Retardee
13834,FreshMarket,Lille,Alimentaire,2023-03-17,9.3,1,56.0,Livree
13835,FreshMarket,Lille,Alimentaire,2025-08-15,15.7,1,45.54,Livree
13836,FreshMarket,Lyon,Alimentaire,2023-09-21,31.98,2,58.73,Livree
13837,MedioTex,Marseille,Textile,2024-10-11,30.95,3,44.91,Livree
13838,MedioTex,Marseille,Textile,2022-02-09,16.6,1,37.48,Livree
13839,NordDrive,Lyon,Pieces auto,2022-04-22,33.86,6,25.27,Livree
13840,FreshMarket,Marseille,Alimentaire,2024-08-25,33.09,1,73.54,Livree
13841,NordDrive,Lyon,Pieces auto,2023-06-12,19.91,4,41.2,Livree
13842,NordDrive,Lille,Pieces auto,2026-04-11,36.1,3,66.01,Retardee
13843,NordDrive,Lyon,Pieces auto,2026-04-02,24.73,1,41.62,Livree
